바코드,도서코드,도서명,저자,신간일,발행처,정가,총재고,본사재고,정품재고,반품재고
9788959961801,181400768,소백산대관록화전가,,20160728,경진(글로벌콘텐츠)(도서출판),20000,17,4,13,0
9791158521059,181400769,맥(큰글한국문학선집034),,20160728,글로벌콘텐츠출판그룹,39000,11,1,6,4
9791158521042,181400770,자화상(큰글한국문학선집033),,20160728,글로벌콘텐츠출판그룹,22000,12,1,10,1
9791158521066,181400771,대마도의영토권,,20160801,글로벌콘텐츠출판그룹,15000,293,6,283,4
9791158521080,181400772,애인 상(큰글한국문학선집035),,20160803,글로벌콘텐츠출판그룹,40000,11,1,10,0
9791158521097,181400773,애인 하(큰글한국문학선집036),,20160803,글로벌콘텐츠출판그룹,40000,6,1,5,0
9788992576116,181400774,연역적으로 본 설교학,,20160812,글로벌콘텐츠출판그룹,12000,2,2,0,0
9788992576734,181400775,8체질식,,20160818,세림출판(글로벌콘텐츠),16000,139,34,100,5
8012125263682,181400776,환유의 세계 (인지문법적 관점에서 본),,20160818,글로벌콘텐츠출판그룹,12000,0,0,0,0
9788994626451,181400777,"국어의대명사,관형사,감탄사연구",,20160824,글모아출판(글로벌콘텐츠),8000,33,3,29,1
9788994626475,181400778,뿌리민족의혼2,,20160829,글모아출판(글로벌콘텐츠),17000,102,2,100,0
9791158521141,181400779,백조의곡(큰글문학선집037),,20160829,글로벌콘텐츠출판그룹,37000,7,1,6,0
9791158521158,181400780,마인(큰글한국문학선집038),,20160829,글로벌콘텐츠출판그룹,54000,6,1,5,0
9788959965144,181400781,논리적사고와글쓰기,,20160830,경진(글로벌콘텐츠)(도서출판),15000,1354,13,1341,0
9788959965151,181400782,한국역사속의문화적다양성,,20160831,경진(글로벌콘텐츠)(도서출판),17000,395,5,382,8
9791158521189,181400783,강릉관광중국어,,20160831,글로벌콘텐츠출판그룹,13000,410,5,403,2
9791155921845,181400784,사이비/흰색,,20160902,작가와비평(글로벌콘텐츠),21000,422,26,396,0
9791158521165,181400785,한자문화와선인들의지혜,,20160902,글로벌콘텐츠출판그룹,13000,327,2,322,3
9788959965137,181400786,외국인유학생을위한대학글쓰기,,20160907,경진(글로벌콘텐츠)(도서출판),11200,176,2,151,23
9791158521172,181400787,바우의꿈,,20160908,글로벌콘텐츠출판그룹,11800,484,6,478,0
9791155921852,181400788,딸과함께철학자의길을걷다,,20160912,작가와비평(글로벌콘텐츠),12000,349,17,324,8
9791158521219,181400789,논개의환생(큰글한국문학선집039),,20160912,글로벌콘텐츠출판그룹,35000,7,1,6,0
9791158521226,181400790,목숨(큰글한국문학선집040),,20160912,글로벌콘텐츠출판그룹,26000,7,1,5,1
8012125263767,181400791,교양학연구 제3집,,20160913,글로벌콘텐츠출판그룹,20000,0,0,0,0
8012125263774,181400792,사회언어학 (24권 2호),,20160913,글로벌콘텐츠출판그룹,20000,0,0,0,0
9772092504001,181400793,다문화콘텐츠 제22집,,20160926,경진(글로벌콘텐츠)(도서출판),20000,4,4,0,0
9791158521233,181400794,에너지시장의파워게임,,20160926,글로벌콘텐츠출판그룹,13800,603,18,580,5
9791158521196,181400795,청년아시아를상상하다,,20160928,글로벌콘텐츠출판그룹,12000,243,15,228,0
9788959965168,181400796,성남세고,"이동진, 이일우",20160928,경진(글로벌콘텐츠)(도서출판),32000,168,4,164,0
9791158521202,181400797,언어교육응용언어학사전,,20161005,글로벌콘텐츠출판그룹,32000,373,2,370,1
9771598960007,181400798,독서연구 2016년 39호,,20161020,경진(글로벌콘텐츠)(도서출판),25000,0,0,0,0
9771598960007,181400799,독서연구 2016년 40호,,20161020,경진(글로벌콘텐츠)(도서출판),25000,3,3,0,0
9788959965229,181400800,경남.부산지역문화연구4,,20161025,경진(글로벌콘텐츠)(도서출판),32000,211,3,205,3
9788994626482,181400801,은방울꽃(김시화자전에세이),,20161111,글모아출판(글로벌콘텐츠),15000,161,104,55,2
9788959965083,181400802,쉽게읽는월인석보서,,20161111,경진(글로벌콘텐츠)(도서출판),18000,24,21,3,0
9788959965175,181400803,표박기,이상정,20161115,경진(글로벌콘텐츠)(도서출판),50000,0,0,0,0
9791158521240,181400804,청년학도(01),,20161209,글로벌콘텐츠출판그룹,23000,55,18,37,0
9771598960007,181400805,독서연구 2016년 41호,,20161213,경진(글로벌콘텐츠)(도서출판),20000,4,4,0,0
9788992475785,181400806,AVEA Marine 12.1sp3 Drafting Geometry,,20161214,컴원미디어(글로벌콘텐츠),15000,32,3,15,14
9791158521257,181400807,학교도서관가이드라인,,20161221,글로벌콘텐츠출판그룹,23000,734,5,729,0
9788994626536,181400808,뿌리민족의혼3,,20161229,글모아출판(글로벌콘텐츠),17000,102,1,100,1
9791158521318,181400809,아라의당구홀릭 당구노트,,20170109,글로벌콘텐츠출판그룹,10000,1503,255,1242,6
9788994626543,181400810,외옹치의추억,,20170113,글모아출판(글로벌콘텐츠),12800,228,3,224,1
8012125264047,181400811,사회언어학 (24권 3호),,20170117,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791155921944,181400812,허공의파편,,20170119,작가와비평(글로벌콘텐츠),12800,189,5,183,1
9788994626550,181400813,새롭게연구한국어학연구논문집,,20170201,글모아출판(글로벌콘텐츠),27000,26,6,19,1
9791158521332,181400814,아라의 당구홀릭5,,20170202,글로벌콘텐츠출판그룹,14000,1231,48,1175,8
9791155921951,181400815,어머니,,20170207,작가와비평(글로벌콘텐츠),12800,109,20,87,2
9791158521349,181400816,교열기자의오답노트,,20170213,글로벌콘텐츠출판그룹,18000,368,5,362,1
9791158521325,181400817,고급번역과영작연습,,20170213,글로벌콘텐츠출판그룹,15000,540,-3,543,0
9791158521370,181400818,움직임표현법1,,20170227,글로벌콘텐츠출판그룹,12000,176,6,170,0
9791158521387,181400819,움직임표현법2,,20170227,글로벌콘텐츠출판그룹,10000,196,3,192,1
9772092504001,181400820,다문화콘텐츠연구 제23집,,20170227,글로벌콘텐츠출판그룹,20000,4,4,0,0
9788959965304,181400821,다문화주의(세계화와혼혈),,20170306,경진(글로벌콘텐츠)(도서출판),15000,423,11,411,1
8012125264085,181400822,현장교육연구(제1집),,20170309,글로벌콘텐츠출판그룹,0,4,4,0,0
9791158521356,181400823,바다와섬의인문학,,20170309,글로벌콘텐츠출판그룹,12000,194,-6,192,8
8012125264108,181400824,교양학연구 제4집,,20170310,글로벌콘텐츠출판그룹,20000,5,5,0,0
9788959965311,181400825,고전서사와문화콘텐츠스토리텔링,,20170315,경진(글로벌콘텐츠)(도서출판),14000,238,53,181,4
9788959965328,181400826,북한에서여자로산다는것,,20170321,경진(글로벌콘텐츠)(도서출판),12000,225,4,219,2
9791155921975,181400827,대마도의눈물,,20170321,작가와비평(글로벌콘텐츠),13800,312,11,298,3
9788959965090,181400828,쉽게읽는월인석보1,,20170323,경진(글로벌콘텐츠)(도서출판),18000,26,0,26,0
9788959965106,181400829,쉽게읽는월인석보2,,20170323,경진(글로벌콘텐츠)(도서출판),28000,5,0,5,0
9791155921968,181400830,지하로부터의수기,,20170328,작가와비평(글로벌콘텐츠),12000,157,6,148,3
9788959965335,181400831,21년간국어학기출문제해설서,,20170410,경진(글로벌콘텐츠)(도서출판),22000,330,10,316,4
9791155921982,181400832,전사들과이순신 3권대망,,20170418,작가와비평(글로벌콘텐츠),15000,48,12,32,4
8012125264306,181400833,사회언어학 (25권 1호),,20170420,글로벌콘텐츠출판그룹,20000,0,0,0,0
9788959965359,181400834,선현유음(상)개정판,,20170424,경진(글로벌콘텐츠)(도서출판),25000,11,4,6,1
9788959965366,181400835,선현유음(하)개정판,,20170424,경진(글로벌콘텐츠)(도서출판),31000,11,2,8,1
9791158521394,181400836,객관식정보서비스론,,20170425,글로벌콘텐츠출판그룹,16000,498,6,490,2
9788992576789,181400837,성격체질행복체질,,20170425,세림출판(글로벌콘텐츠),18000,152,4,148,0
9788993908657,181400838,아라의 당구홀릭1(정가인상),,20170502,글로벌콘텐츠출판그룹,14000,635,8,626,1
9791158521400,181400839,학교도서관가이드라인(글로벌응용사례),,20170502,글로벌콘텐츠출판그룹,24000,489,4,485,0
9791158521417,181400840,객관식자료조직론,,20170502,글로벌콘텐츠출판그룹,18000,431,8,411,12
9788959965373,181400841,동아시아이주민사회와문화적응,,20170510,경진(글로벌콘텐츠)(도서출판),16000,235,2,232,1
9788959965380,181400842,19세기한문중단편소설의세계,,20170526,경진(글로벌콘텐츠)(도서출판),18000,230,3,216,11
9771598960007,181400843,독서연구 2017년 42호,,20170526,경진(글로벌콘텐츠)(도서출판),20000,0,0,0,0
9791158521431,181400844,노오븐디저트,,20170607,글로벌콘텐츠출판그룹,15000,321,24,291,6
9791158521424,181400845,체험활동이아이의미래를좌우한다,,20170613,글로벌콘텐츠출판그룹,15800,705,11,689,5
9788992576796,181400846,위기돌파럭비리더십,,20170614,세림출판(글로벌콘텐츠),14000,910,15,893,2
9788993908916,181400847,아라의 당구홀릭2(정가인상),아라 ＆ 폴,20170626,글로벌콘텐츠출판그룹,14000,61,-2,62,1
9791185650869,181400848,아라의 당구홀릭3(정가인상),아라 & 폴,20170626,글로벌콘텐츠출판그룹,14000,784,18,766,0
9791158521004,181400849,아라의 당구홀릭4(정가인상),,20170626,글로벌콘텐츠출판그룹,14000,693,9,679,5
9788994626567,181400850,뿌리민족의혼4,,20170703,글모아출판(글로벌콘텐츠),17000,133,4,101,28
9788959965410,181400851,근대계몽기학술잡지의학문분야별자료(권2),,20170705,경진(글로벌콘텐츠)(도서출판),24500,10,2,8,0
9788959965403,181400852,근대계몽기학술잡지의학문분야별자료(권1),,20170705,경진(글로벌콘텐츠)(도서출판),25000,5,2,3,0
9788959965465,181400853,근대계몽기학술잡지의학문분야별자료(권7),,20170705,경진(글로벌콘텐츠)(도서출판),23000,11,2,9,0
9788959965458,181400854,근대계몽기학술잡지의학문분야별자료(권6),,20170705,경진(글로벌콘텐츠)(도서출판),29000,9,2,7,0
9788959965441,181400855,근대계몽기학술잡지의학문분야별자료(권5),,20170705,경진(글로벌콘텐츠)(도서출판),23000,8,1,7,0
9788959965427,181400856,근대계몽기학술잡지의학문분야별자료(권3),,20170706,경진(글로벌콘텐츠)(도서출판),19500,8,2,6,0
9788959965434,181400857,근대계몽기학술잡지의학문분야별자료(권4),,20170706,경진(글로벌콘텐츠)(도서출판),25000,9,2,7,0
9788959965472,181400858,근대계몽기학술잡지의학문분야별자료(권8),,20170706,경진(글로벌콘텐츠)(도서출판),21000,10,2,8,0
9788959965489,181400859,근대계몽기학술잡지의학문분야별자료(권9),,20170706,경진(글로벌콘텐츠)(도서출판),16000,7,2,5,0
9788992576819,181400860,15분기적의코어운동,,20170710,세림출판(글로벌콘텐츠),15800,555,8,547,0
8012125264573,181400861,사회언어학 (25권 2호),,20170720,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791155922071,181400862,사랑과지혜의향기,,20170721,작가와비평(글로벌콘텐츠),15000,206,2,189,15
9791158521516,181400863,신산서원지,,20170724,글로벌콘텐츠출판그룹,24000,128,4,123,1
9791158521509,181400864,용암서원지,,20170724,글로벌콘텐츠출판그룹,21000,140,4,135,1
9791158521493,181400865,덕천서원지,,20170724,글로벌콘텐츠출판그룹,49000,137,4,132,1
9788959965496,181400866,소남이일우와우현서루,,20170724,경진(글로벌콘텐츠)(도서출판),20000,35,3,30,2
9791158521530,181400867,한국의개(토종개에대한불편한진실),,20170725,글로벌콘텐츠출판그룹,13800,411,6,404,1
9788992475792,181400868,빅데이터처리와통계분석(변정한외1),,20170725,컴원미디어(글로벌콘텐츠),18000,809,7,801,1
9791158521561,181400869,고조선논쟁과한국민주주의,,20170801,글로벌콘텐츠출판그룹,15800,837,79,751,7
9791155922088,181400870,투게더우리함께,,20170801,작가와비평(글로벌콘텐츠),12800,256,49,206,1
9791158521547,181400871,"영어,너정말이러기냐!",,20170814,글로벌콘텐츠출판그룹,13800,718,22,696,0
9791158521578,181400872,문화민주주의(곽정연외2인),,20170814,글로벌콘텐츠출판그룹,15000,214,10,203,1
9788959965502,181400873,외국인유학생을위한한국현대문학,이미란조은숙,20170829,경진(글로벌콘텐츠)(도서출판),14000,3,1,0,2
9788959965519,181400874,현대국어의미의이해,나연찬,20170831,경진(글로벌콘텐츠)(도서출판),16000,2,2,0,0
9791158521554,181400875,동아시아의문자와책,,20170911,글로벌콘텐츠출판그룹,14000,170,4,154,12
9791155922101,181400876,딸콩이,,20170919,작가와비평(글로벌콘텐츠),12000,163,14,135,14
9771598960007,181400877,독서연구 2017년 43호,한국독서학회,20170921,경진(글로벌콘텐츠)(도서출판),20000,2,2,0,0
9771598960007,181400878,독서연구 2017년 44호,한국독서학회,20170831,경진(글로벌콘텐츠)(도서출판),20000,3,3,0,0
9788994626598,181400879,국어부사분류,,20170927,글모아출판(글로벌콘텐츠),42000,19,4,13,2
9788994626581,181400880,군과 교단에서의 40년,,20170928,글모아출판(글로벌콘텐츠),15000,126,4,112,10
9791158521646,181400881,아시아평화를상상하다,,20170928,글로벌콘텐츠출판그룹,13000,154,2,147,5
9791158521622,181400882,동아시아한국학의발자취,,20171016,글로벌콘텐츠출판그룹,12000,193,2,175,16
9791158521615,181400883,동아시아고전산책,,20171016,글로벌콘텐츠출판그룹,12000,185,2,159,24
9791158521639,181400884,쓰기평가,,20171019,글로벌콘텐츠출판그룹,20000,100,15,73,12
8012125264771,181400885,사회언어학 (25권 3호),,20171025,글로벌콘텐츠출판그룹,20000,1,1,0,0
9791158521653,181400886,마음으로연주하는색소폰교본,,20171107,글로벌콘텐츠출판그룹,15000,784,14,770,0
9788959965526,181400887,주해악학습령,,20171108,경진(글로벌콘텐츠)(도서출판),49000,162,3,158,1
9788989191971,181400888,무역실무영어,,20171109,경진(글로벌콘텐츠)(도서출판),12000,1,0,1,0
8012125264832,181400889,교양학연구 제5집,박경하,20171113,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791155922118,181400890,"지역인문학(경남,부산따져읽기)",박태일,20171116,작가와비평(글로벌콘텐츠),18000,254,4,250,0
9788959965557,181400891,1920~1930년대기행문의변화1,,20171120,경진(글로벌콘텐츠)(도서출판),39000,14,3,11,0
9788959965564,181400892,1920~1930년대기행문의변화2,,20171120,경진(글로벌콘텐츠)(도서출판),22500,15,3,12,0
9788959965571,181400893,1920~1930년대기행문의변화3,,20171120,경진(글로벌콘텐츠)(도서출판),27000,14,3,11,0
9788959965540,181400894,근대적기행담론과계몽의식(1900~1910년대),,20171120,경진(글로벌콘텐츠)(도서출판),34500,13,3,10,0
9791158521677,181400895,인도의사회적취약층과우대정책,,20171123,글로벌콘텐츠출판그룹,13800,89,3,85,1
9791158521660,181400896,쓰기지도와쓰기연구의방법,,20171123,글로벌콘텐츠출판그룹,23000,215,3,209,3
9771598960007,181400897,독서연구 2017년 45호,한국독서학회,20171130,경진(글로벌콘텐츠)(도서출판),20000,2,2,0,0
9788992475808,181400898,AM OUTFITTING EQUIPMENT 실습,이창근,20171222,컴원미디어(글로벌콘텐츠),15000,44,5,37,2
9788994626611,181400899,국어형용사분류,김승곤,20171228,글모아출판(글로벌콘텐츠),24000,20,2,17,1
9791155922132,181400900,이방인의어린시절,,20171228,작가와비평(글로벌콘텐츠),14000,967,20,905,42
9788959965595,181400901,뉴미디어영화론,김무규,20171228,경진(글로벌콘텐츠)(도서출판),20000,312,13,298,1
9788959965588,181400902,거시구조,,20180102,경진(글로벌콘텐츠)(도서출판),27000,219,2,214,3
9788959965618,181400903,직서기언,이상규,20180102,경진(글로벌콘텐츠)(도서출판),15000,371,8,363,0
9791155922125,181400904,들켰으면,,20180102,작가와비평(글로벌콘텐츠),10000,106,16,78,12
9772092504001,181400905,다문화콘텐츠연구 제24집,이찬욱,20170430,경진(글로벌콘텐츠)(도서출판),20000,0,0,0,0
9772092504001,181400906,다문화콘텐츠연구 제25집,이찬욱,20170831,경진(글로벌콘텐츠)(도서출판),20000,0,0,0,0
8012125265013,181400907,사회언어학 (25권 4호),김규현,20171231,글로벌콘텐츠출판그룹,20000,8,8,0,0
9788959965625,181400908,담화와사회변화,,20180119,경진(글로벌콘텐츠)(도서출판),33000,204,2,197,5
9791158521714,181400909,goodwin and guze의 이상행동의이해와분류,,20180125,글로벌콘텐츠출판그룹,20000,363,7,356,0
9772092504001,181400910,다문화콘텐츠연구 제26집,,20171231,경진(글로벌콘텐츠)(도서출판),20000,0,0,0,0
8012125265020,181400911,교양학연구 제6집,,20171231,글로벌콘텐츠출판그룹,20000,4,4,0,0
9791158521691,181400912,당구장창업했어요,,20180126,글로벌콘텐츠출판그룹,15000,782,14,767,1
9788959965663,181400913,쉽게읽는석보상절9,,20180130,경진(글로벌콘텐츠)(도서출판),18000,38,6,32,0
9788959965649,181400914,쉽게읽는석보상절3,나찬연,20180130,경진(글로벌콘텐츠)(도서출판),18000,34,6,28,0
9788959965656,181400915,쉽게읽는석보상절6,나찬연,20180130,경진(글로벌콘텐츠)(도서출판),19000,29,6,23,0
9788959965687,181400916,북한의체육정책과체육문화,김동선외1,20180208,경진(글로벌콘텐츠)(도서출판),15000,124,13,111,0
9791158521707,181400917,채근담,,20180209,글로벌콘텐츠출판그룹,18000,367,2,363,2
9791155921999,181400918,김홍도작품선,,20180213,작가와비평(글로벌콘텐츠),190000,5,-4,9,0
9791155922163,181400919,산정을바라보면서,이명재,20180219,작가와비평(글로벌콘텐츠),16000,243,44,197,2
8012125264085,181400920,현장교육연구(제2집),고상숙,20171231,글로벌콘텐츠출판그룹,10000,0,0,0,0
9791155922156,181400921,현대문학으로읽는인문학키워드12,김정남,20180302,작가와비평(글로벌콘텐츠),9800,425,12,410,3
9788959965670,181400922,치유의글쓰기,,20180305,경진(글로벌콘텐츠)(도서출판),16000,192,2,188,2
9791155922170,181400923,유성의시간,김제철,20180307,작가와비평(글로벌콘텐츠),14000,174,6,168,0
9791155922132,181400924,[폐기]이방인의어린시절(21페이지'동전'),,20180312,작가와비평(글로벌콘텐츠),14000,0,0,0,0
9791158521752,181400925,시골황서방(큰글한국문학선집042),,20180315,글로벌콘텐츠출판그룹,17500,8,2,6,0
9791158521783,181400926,생명의과실(큰글한국문학선집045),,20180315,글로벌콘텐츠출판그룹,21000,17,2,15,0
9791158521769,181400927,좌평성충(큰글한국문학선집043),,20180315,글로벌콘텐츠출판그룹,35000,14,2,12,0
9791158521776,181400928,편주의가는곳(큰글한국문학선집044),,20180315,글로벌콘텐츠출판그룹,31000,14,2,12,0
9791158521745,181400929,박첨지의죽음(큰글한국문학선집041),,20180315,글로벌콘텐츠출판그룹,19000,9,2,7,0
9788994626635,181400930,국어조사연구,김승곤,20180319,글모아출판(글로벌콘텐츠),29000,21,2,19,0
9788959965694,181400931,국어형태론,김승곤,20180319,경진(글로벌콘텐츠)(도서출판),40000,11,3,8,0
9791155922187,181400932,땅콩집이야기8899,,20180328,작가와비평(글로벌콘텐츠),15000,123,11,112,0
9791158521646,181400933,아시아평화를상상하다(12000),,20180331,글로벌콘텐츠출판그룹,12000,5,0,5,0
9791158521806,181400934,처녀의화환(큰글한국문학전집047),,20180404,글로벌콘텐츠출판그룹,12000,16,2,14,0
9791158521790,181400935,무상(큰글한국문학선집046),,20180404,글로벌콘텐츠출판그룹,12000,13,2,11,0
9788994626642,181400936,국어때매김연구,김승곤,20180405,글모아출판(글로벌콘텐츠),13000,7,2,5,0
9791155922194,181400937,달의계곡,,20180412,작가와비평(글로벌콘텐츠),13800,28,21,7,0
9788959965700,181400938,주해유몽천자,,20180416,경진(글로벌콘텐츠)(도서출판),43000,23,6,17,0
9791158521820,181400939,목마와숙녀(큰글한국문학선집049),,20180418,글로벌콘텐츠출판그룹,22000,15,2,13,0
9791158521837,181400940,종(큰글한국문학선집050),,20180418,글로벌콘텐츠출판그룹,22000,18,2,16,0
9791158521813,181400941,떠나가는배(큰글한국문학선집048),,20180418,글로벌콘텐츠출판그룹,15000,14,2,12,0
9791158521844,181400942,NVivo 12,,20180516,글로벌콘텐츠출판그룹,15000,249,4,245,0
9788959965724,181400943,시대의창,김경남,20180516,경진(글로벌콘텐츠)(도서출판),26000,70,2,68,0
9788992475815,181400944,데이터 분석과 저널리즘(3판),함형건,20180524,컴원미디어(글로벌콘텐츠),18000,909,7,902,0
9788994626666,181400945,문법적으로쉽게풀어쓴대학중용,,20180525,글모아출판(글로벌콘텐츠),16000,44,2,42,0
9788959965717,181400946,북으로간미술사가와미술비평가들,홍지석,20180601,경진(글로벌콘텐츠)(도서출판),27000,174,9,165,0
9788994626673,181400947,국어의향법연구,김승곤,20180605,글모아출판(글로벌콘텐츠),14000,20,3,17,0
9788994626659,181400948,뿌리민족의혼5,오경,20180605,글모아출판(글로벌콘텐츠),18000,85,2,83,0
9772092504001,181400949,다문화콘텐츠연구 제27집,이찬욱,20180430,경진(글로벌콘텐츠)(도서출판),20000,0,0,0,0
8012125265327,181400950,프랑스어 3군 동사연습&의학 프랑스어,,20180615,글모아출판(글로벌콘텐츠),10000,1,1,0,0
8012125265334,181400951,cours de francais pour Debutants,,20180615,글모아출판(글로벌콘텐츠),10000,1,1,0,0
9788994626703,181400952,음성학,김승곤,20180618,글모아출판(글로벌콘텐츠),22000,25,2,23,0
9788992576840,181400953,역동성프레밍,,20180621,세림출판(글로벌콘텐츠),15000,772,39,733,0
9791155922200,181400954,클로르프로마진,,20180625,작가와비평(글로벌콘텐츠),13800,489,61,428,0
9788994626710,181400955,조사이/가와은/는연구,김승곤,20180625,글모아출판(글로벌콘텐츠),16000,11,2,9,0
9788959965762,181400956,맑스마르크스마륵스,,20180703,경진(글로벌콘텐츠)(도서출판),14000,206,4,202,0
9788994626734,181400957,국어연결어미연구,김승곤,20180716,글모아출판(글로벌콘텐츠),15000,9,4,5,0
9788994626727,181400958,한국어의기원,김승곤,20180716,글모아출판(글로벌콘텐츠),27000,6,4,2,0
9788959965779,181400959,고등소학독본3,,20180717,경진(글로벌콘텐츠)(도서출판),17000,99,2,97,0
9788994626741,181400960,국어의존명사연구,김승곤,20180719,글모아출판(글로벌콘텐츠),11200,17,4,13,0
8012125265402,181400961,교양학연구 제7집,박경하,20180630,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791158521936,181400962,탁류(큰글문학선집053-2),,20180730,글로벌콘텐츠출판그룹,28000,8,2,6,0
9791158521929,181400963,탁류(큰글문학선집053-1),,20180730,글로벌콘텐츠출판그룹,24000,8,2,6,0
9791158521943,181400964,탁류(큰글문학선집053-3),,20180730,글로벌콘텐츠출판그룹,20000,9,2,7,0
8012125265419,181400965,사회언어학 (26권 1호),김규현,20180331,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791158521905,181400966,어린이(큰글문학선집052),,20180730,글로벌콘텐츠출판그룹,22000,3,2,1,0
8012125265426,181400967,사회언어학 (26권 2호),김규현,20180630,글로벌콘텐츠출판그룹,20000,2,2,0,0
9791158521899,181400968,노변의애가(큰글문학선집051),,20180730,글로벌콘텐츠출판그룹,13000,7,2,5,0
9788959965793,181400969,학교문법의이해1(제2판),,20180816,경진(글로벌콘텐츠)(도서출판),22000,557,3,554,0
9788959965809,181400970,학교문법의이해2(제2판),,20180816,경진(글로벌콘텐츠)(도서출판),22000,443,-4,447,0
9788959965755,181400971,한국문화그리고문화적혼종성,,20180823,경진(글로벌콘텐츠)(도서출판),13500,259,4,255,0
9788994626758,181400972,Practical English,,20180823,글모아출판(글로벌콘텐츠),13000,207,5,202,0
9791155922231,181400973,신윤복작품선,,20180905,작가와비평(글로벌콘텐츠),40000,65,7,58,0
9788992475822,181400974,오라클11g와함께하는SQL과PL/SQL(개정판),,20180907,컴원미디어(글로벌콘텐츠),25000,462,7,455,0
9791158522148,181400975,단종애사-고명편.실국편(큰글한국문학선집054-1),,20180917,글로벌콘텐츠출판그룹,38000,30,0,30,0
9791158522155,181400976,단종애사-충의편.혈루편(큰글한국문학선집054-2),,20180917,글로벌콘텐츠출판그룹,26000,30,0,30,0
9791158522179,181400977,상록수 1(큰글한국문학선집055-1),,20180917,글로벌콘텐츠출판그룹,22000,30,0,30,0
9791158522186,181400978,상록수 2(큰글한국문학선집055-2),,20180917,글로벌콘텐츠출판그룹,23000,30,0,30,0
9791158522193,181400979,붉은기(큰글한국문학선집056),,20180919,글로벌콘텐츠출판그룹,45000,30,0,30,0
